text_length,model_name,summary_length,elapsed_s,summary_text
3949,facebook/bart-large-cnn,466,26.491340160369873,"Chiny nieustannie rozszerzają swój potencjał jądrowy i starają się utworzyć sieć obecności również w Arktyce. Grönlandzczycy, według niego, ""dobrze pamiętają czasy, kiedy Dania przypomniała o nich dopiero po deklaracjach Donalda Trumpa o chęci nabycia wyspy Grönlandia"". Chociaż Grönlandia pozostaje formalnie częścią Królestwa Danii, stosunki między Kopenhagem a Nuuk są ""pełnią history Dr Kwiatkowski kończy: ""To nie jest już kwestia narodowej dumy ani symbolizmu."
3949,facebook/bart-large-cnn,466,25.571999073028564,"Chiny nieustannie rozszerzają swój potencjał jądrowy i starają się utworzyć sieć obecności również w Arktyce. Grönlandzczycy, według niego, ""dobrze pamiętają czasy, kiedy Dania przypomniała o nich dopiero po deklaracjach Donalda Trumpa o chęci nabycia wyspy Grönlandia"". Chociaż Grönlandia pozostaje formalnie częścią Królestwa Danii, stosunki między Kopenhagem a Nuuk są ""pełnią history Dr Kwiatkowski kończy: ""To nie jest już kwestia narodowej dumy ani symbolizmu."
4236,airKlizz/mt5-base-wikinewssum-polish,820,23.204999923706055,"'''Janusz – jak potem przyznał – przez cały ten czas grał, śpiewał, zakładał zespoły, występował w konkursach, ale nie traktował muzycznej kariery śmiertelnie poważnie, nawet w początkach działalności Lady Pank. A wojsko i tak mu nie odpuściło, tyle że tym razem miał sporo szczęścia, bo w czasie służby Janusz „śpiewał chórki i nosił sprzęt”, ale przynajmniej miał więcej swobody niż wtedy talent shows ani zbyt wielu innych okazji do pokazania się światu – zagra jeszcze wiele razy, ale już z jednym z najpopularniejszych zespołów rockowych w kraju. Tak samo jak nie podejrzewał na przykład, że w amfiteatrze w Zielonej Górze, w którym w młodości wystąpił na festiwalu piosenki radzieckiej – bo przecież nie było wcześniej talent  Show ani wszystko inne okazje do pokazywania się świata – zagra już jeszcze kilka razy."
4236,airKlizz/mt5-base-wikinewssum-polish,820,22.671672821044922,"'''Janusz – jak potem przyznał – przez cały ten czas grał, śpiewał, zakładał zespoły, występował w konkursach, ale nie traktował muzycznej kariery śmiertelnie poważnie, nawet w początkach działalności Lady Pank. A wojsko i tak mu nie odpuściło, tyle że tym razem miał sporo szczęścia, bo w czasie służby Janusz „śpiewał chórki i nosił sprzęt”, ale przynajmniej miał więcej swobody niż wtedy talent shows ani zbyt wielu innych okazji do pokazania się światu – zagra jeszcze wiele razy, ale już z jednym z najpopularniejszych zespołów rockowych w kraju. Tak samo jak nie podejrzewał na przykład, że w amfiteatrze w Zielonej Górze, w którym w młodości wystąpił na festiwalu piosenki radzieckiej – bo przecież nie było wcześniej talent  Show ani wszystko inne okazje do pokazywania się świata – zagra już jeszcze kilka razy."
4236,airKlizz/mt5-base-wikinewssum-polish,820,22.849971055984497,"'''Janusz – jak potem przyznał – przez cały ten czas grał, śpiewał, zakładał zespoły, występował w konkursach, ale nie traktował muzycznej kariery śmiertelnie poważnie, nawet w początkach działalności Lady Pank. A wojsko i tak mu nie odpuściło, tyle że tym razem miał sporo szczęścia, bo w czasie służby Janusz „śpiewał chórki i nosił sprzęt”, ale przynajmniej miał więcej swobody niż wtedy talent shows ani zbyt wielu innych okazji do pokazania się światu – zagra jeszcze wiele razy, ale już z jednym z najpopularniejszych zespołów rockowych w kraju. Tak samo jak nie podejrzewał na przykład, że w amfiteatrze w Zielonej Górze, w którym w młodości wystąpił na festiwalu piosenki radzieckiej – bo przecież nie było wcześniej talent  Show ani wszystko inne okazje do pokazywania się świata – zagra już jeszcze kilka razy."
4236,z-dickson/bart-large-cnn-climate-change-summarization,901,31.888610363006592,"Pozycja partii politycznej w tej kwestii nie jest wyraźnie określona w komunikatie prasowym. Jednak na podstawie oświadczeń przedstawionych przez Janusza, członka rządzącej partii prawa i sprawiedliwości (prawo i sprawiedliwo), można przypuszczać, że partia popiera prawa zwierząt i promuje odpowiedzialne praktyki zarządzania zwierzętami. Pozycja partii w tej sprawie nie jest wyraźnie określona, ale na podstawie wypowiedzi osób, które krytykowały Andreasa i Andrzeja Mogielnicki, można stwierdzić, że partia prawdopodobnie popiera jego działania i uważa, że był właściwym wyborem, aby umrzeć w kontrowersyjnych okolicznościach. Jednak dokładna pozycja partii w tej sprawie nie może zostać ustalona wyłącznie na podstawie tego komunikaty prasowej, ponieważ jest to komunikat prasowy od osób wyrażających się online bez żadnego związku z rządem polskim lub innymi istotnymi wydarzeniami."
4236,z-dickson/bart-large-cnn-climate-change-summarization,901,32.006001234054565,"Pozycja partii politycznej w tej kwestii nie jest wyraźnie określona w komunikatie prasowym. Jednak na podstawie oświadczeń przedstawionych przez Janusza, członka rządzącej partii prawa i sprawiedliwości (prawo i sprawiedliwo), można przypuszczać, że partia popiera prawa zwierząt i promuje odpowiedzialne praktyki zarządzania zwierzętami. Pozycja partii w tej sprawie nie jest wyraźnie określona, ale na podstawie wypowiedzi osób, które krytykowały Andreasa i Andrzeja Mogielnicki, można stwierdzić, że partia prawdopodobnie popiera jego działania i uważa, że był właściwym wyborem, aby umrzeć w kontrowersyjnych okolicznościach. Jednak dokładna pozycja partii w tej sprawie nie może zostać ustalona wyłącznie na podstawie tego komunikaty prasowej, ponieważ jest to komunikat prasowy od osób wyrażających się online bez żadnego związku z rządem polskim lub innymi istotnymi wydarzeniami."
4236,csebuetnlp/mT5_multilingual_XLSum,504,19.37099814414978,"Choir nie jest często ulubionym muzykiem, ale jeśli chodzi o występy w chórze, to nie zawsze było to samo. Kiedy Janusz Janus ogłosił, że wycofuje się z przemysłu muzycznego, nie miałby okazji zrobić tak wiele dla ludzi w swoim wieku, ponieważ grał z dużym talentem w młodości, zgodnie z tygodnikiem BBC The New York Times. Janusz Popović, wokalistka Lady Pank, stał się pierwszym członkiem zespołu, który zaśpiewał w tym samym zespole w single, który został wydany w niedzielę w stolicy Słowacji, Zagrze"
4236,facebook/bart-large-cnn,688,18.252960205078125,"Panasewicz kochał muzykę od dzieciństwa, jego matka śpiewała w chórze przez wiele lat, więc nikt nie był zaskoczony, kiedy następny tancerz zaczął śpiewać i wygrywać koncert. Janusz Jank nie traktował swojej kariery muzycznej zbyt poważnie, nawet na początku kariery Lady Pank. Z pewnością nie myślał, że w wieku, w którym mógł spokojnie odpocząć na zasłużonym emeryturze, nadal będzie grał na koncertach i śpiewał. Tak samo jak nie podejrzewał, że na przykład w amfiteatrze w Green Mountain, gdzie jako młody człowiek występował. Początki Janusza były głównie spowodowane szczęśliwą okolicznością. Ursula, żona kompozytora i producenta Andrzeja Mogielnicki, śpiewała w tym samym zespole."
16421,airKlizz/mt5-base-wikinewssum-polish,1485,79.49500131607056,"'''W latach 20. i 30. XX wieku powodowana przez ludzi zmiana klimatu nie była jeszcze tematem powszechnej dyskusji – ostrzeżenia przed „ochłodzeniem, które zniszczy świat” dotyczyły naturalnego cyklu epok lodowych.''' Od kiedy w 1965 r. został przedstawiony raport amerykańskich naukowców dla prezydenta Johnsona (więcej w artykule Ostrzeżenie przed zmianą klimatu sprzed ponad pół wieku) problem zmiany klimatu powodowanej emisjami dwutlenku węgla ze spalania paliw kopalnych stał się ewidentny nawet dla samych koncernów paliwowych (patrz m.in.: ""Co naprawdę mówili klimatolodzy 30 lat temu . Trzeba też podkreślić, że to co mówią urzędnicy [nawet jeśli są wysoko postawieni] nie zawsze jest zgodne ze stanowiskiem nauki – prezydent USA sam zresztą jest tego bardzo dobrym przykładem.  '''W latach 70. XX wieku naukowcy przewidywali epokę lodową.''' Wszystkie te prognozy, często oparte na błędnych przesłankach, przedstawione przez Organizację Narodów Zjednoczonych i wiele innych instytucji, okazały się błędne. Jednak w środowisku naukowym takie głosy były nieliczne – znacząca większość badań klimatycznych w latach 1970. XX w. przewidywała, że Ziemia będzie się ogrzewać w następstwie rosnącej koncentracji CO 2 w atmosferze (więcej Mit: Zmieniono 'globalne ocieplenie’ na 'zmianę klimatu' ). Osobista opinia prezydenta nie musi oddawać stanu wiedzy naukowej. Osobistość opinii naukowej nie musi odmawiać stanu nauki. Nie ma już globalnego ogłodzenia ani globalnego ochłodzenia."
16421,z-dickson/bart-large-cnn-climate-change-summarization,1351,113.59895277023315,"Główną kwestią omawianą w tekście jest zmiana klimatu, a stanowisko partii nie jest wyraźnie określone. Jednakże na podstawie użytego języka można wnioskować, że partia prawdopodobnie popiera podejmowanie działań w celu zmniejszenia emisji gazów cieplarnianych i zwalczania zmian klimatu. Tekst sugeruje, że większość respondentów uważa, że bieżący tempo redukcji emisji rządu nie jest wystarczające do osiągnięcia celów określonych w porozumieniu paryskim i że konieczne jest podjęcie dalszych działań w celu ograniczenia globalnego ocieplenia do znacznie poniżej progu 2 stopni Celsjusza. W komunikacie prasowym nie jest jednak wyraźnie określone, czy partia jest za lub wbrew konkretnym środkom zmierzającym do zmiany klimatu, takim jak zmniejszenie emisji gazów cieplarnianych lub przejście na źródła energii odnawialnej, ponieważ nie są one omówiane w tempie globalnych zmian. Ogólnie wydaje się, że partia wydaje się priorytetować ochronę środowiska, jednocześnie biorąc pod uwagę korzyści ekonomiczne z ochrony środowiska z wysiłkami zmierzającymi zmianę klimatu. Jednakże, w komunikacie prasowym nie jest wyraźnie określone, czy partia jest za lub przeciwko konkretnym środkom zmierzającym się do zmiany klimatu, takim jak zmniejszenie emisji lub przejście na źródła energii odnawialnej, ponieważ nie są one omówiane w tempie globalnych zmian."
16421,csebuetnlp/mT5_multilingual_XLSum,1417,208.0413200855255,"Zmiana klimatu jest kluczowym tematem w debatie nad klimatem na świecie. Ale co wiemy o prawdach dotyczących zmian klimatu i dlaczego są one po prostu nieprawdziwe? Komisja ONZ ds. Zmian Klimatu (IPCC) opublikowała serię ostrzeżeń na temat wpływu globalnego ocieplenia na oceany świata. Opisano je jako najgorsze ze wszystkich opublikowanych w ciągu dziesięciolecia prognozów, a teraz prawie niemożliwe jest zweryfikowanie prawdy tych raportów. Dlaczego? Co się stało, gdy naukowcy powiedzieli BBC, że się mylą? Co się stało przed morzem Kiedy amerykański działacz na rzecz zmiany klimatu wyjechał na wakacje do Stanów Zjednoczonych, powiedziano mu, że ma ślad węglowy, a Według raportu sekretarz stanu USA, Gordon Brown, powiedział, że naukowcy klimatyczni nie zawsze są zgodni z stanowiskiem prezydenta USA. Naukowcy opublikowali wstępną ocenę ryzyka zmian klimatu w scenariuszach globalnego ocieplenia, które mogłyby spowodować znaczne zmiany poziomu morza na poziomie 1900 metrów. W naszej serii listów z afrykańskich dziennikarzy Zeinab Phillips wyjaśnia, dlaczego amerykańska firma Exxon Mobil stoi za zagrożeniem zmian klimatu i dlaczego nie udało się dostarczyć wystarczających dowodów naukowych, aby chroni Minęło prawie dziesięć lat od czasu wprowadzenia zmian klimatycznych w latach 70-tych i 80-tych, kiedy największa na świecie agencja ds. emisji dwutlenku węgla, znana jako CO2, została zniszczona przez"
16421,facebook/bart-large-cnn,1332,71.93246865272522,"W latach siedemdziesiątych emisje dwutlenku siarki, które wpływają na chłodzenie klimatu, zaczęły gwałtownie rosnąć, a w popularnych prasie pojawiły się artykuły ostrzegające przed zagrożeniem zmianami klimatu. Jednak zdecydowana większość tych badań Zanieczyszczenie powietrza aerozolami i poziomem ozonu pozostaje na poziomie nie katastrofalnym, a fakt, że nie wszystkie granice zostały przekroczone, wynika z ostrzeżeń środowiska naukowego, a wiele z nich nieodwracalnie w skali ludzkiej. Chiny produkują więcej dwutlenku węgla niż inne rozwinięte kraje na świecie. W Stanach Zjednoczonych wciąż mamy radykalnych ekologów, którzy chcą, aby nasze fabryki przestały pracować. Musimy powstrzymać bydło. ""To oszustwo, które wiąże się z ogromnymi kosztami i wydatkami"", mówi. ""Opinia węglowa to termin techniczny. Prezydent Stanów Zjednoczonych Donald Trump poświęcił część swojej niemal godzinnej mowy zaprzeczeniu zmianom klimatu i uzasadnieniu redukcji emisji gazów cieplarnianych. Wypowiedź prezydenta Trumpa była mieszanką faktów i praktycznych obserwacji, manipulowanych dowodów, półbadań i błędów. Podsumowując: prezydent Trump, publicznie stwierdzając na forum ONZ, że Chińczycy lubią wiatr ... i ledwo go używają, ponownie pokazał, jak mało znaczenia należy przypisywać istotnej wartości wypowiedzi [nawet przez wysokich urzę"
